Date,Open,High,Low,Close,Volume
12-Nov-10,34.17,36.00,32.63,35.81,52579169
5-Nov-10,32.58,34.57,31.74,34.39,29419775
29-Oct-10,32.09,32.53,31.40,32.39,28653212
22-Oct-10,31.76,32.67,30.34,31.94,51808674
15-Oct-10,31.36,32.38,31.05,31.94,37337442
8-Oct-10,30.17,32.83,30.06,31.47,49696495
1-Oct-10,29.87,31.48,29.62,30.30,38400818
24-Sep-10,30.07,30.50,29.25,29.78,26779569
17-Sep-10,28.64,30.11,28.56,30.01,26462216
10-Sep-10,28.99,29.19,27.95,28.28,17328211
3-Sep-10,27.24,28.99,26.87,28.99,22326265
27-Aug-10,27.34,27.56,26.35,27.24,28745038
20-Aug-10,25.47,27.52,25.38,27.24,28842483
13-Aug-10,28.09,29.00,25.00,25.63,35482499
6-Aug-10,27.98,28.56,27.54,27.99,19771401
30-Jul-10,27.86,29.00,27.28,27.78,37277946
23-Jul-10,26.34,28.34,25.64,28.09,57348103
16-Jul-10,25.76,27.22,25.40,25.90,44157397
9-Jul-10,24.08,25.89,23.88,25.77,32024334
2-Jul-10,23.66,24.40,22.25,24.08,29588410
25-Jun-10,25.81,26.09,23.20,23.72,51025577
18-Jun-10,25.22,25.64,24.85,25.50,33910714
11-Jun-10,24.84,25.15,23.86,24.99,39728542
4-Jun-10,26.62,26.62,24.21,24.67,46454776
28-May-10,26.22,27.28,25.10,26.62,27446028
21-May-10,27.51,28.36,25.05,26.39,43027577
14-May-10,27.86,28.99,27.05,27.50,32663479
7-May-10,28.55,29.07,25.35,26.73,44235020
30-Apr-10,30.14,30.33,28.37,28.41,34867292
23-Apr-10,30.97,31.81,29.23,30.07,62121716
16-Apr-10,31.64,32.16,30.96,31.21,24517515
9-Apr-10,30.78,31.87,30.43,31.65,32686778
1-Apr-10,30.64,31.32,30.38,30.45,11176519
26-Mar-10,29.40,31.24,29.27,30.49,28261826
19-Mar-10,29.87,30.87,29.58,29.89,26826612
12-Mar-10,28.94,30.90,28.94,29.94,35580420
5-Mar-10,27.98,29.12,27.91,29.10,25727433
26-Feb-10,27.39,28.05,26.66,27.98,42223934
19-Feb-10,24.76,27.48,24.76,27.44,32057815
12-Feb-10,24.96,25.38,24.76,24.76,15097958
5-Feb-10,24.38,25.50,24.06,25.00,40733098
29-Jan-10,25.19,26.20,24.35,24.83,45341722
22-Jan-10,26.58,26.90,24.91,24.95,27284824
15-Jan-10,26.29,26.67,25.76,26.58,22803922
8-Jan-10,26.92,27.32,25.70,26.25,34206733
31-Dec-09,26.53,27.21,26.40,26.67,8540150
24-Dec-09,26.19,26.70,26.15,26.43,11621832
18-Dec-09,26.80,27.02,25.34,26.10,38512405
11-Dec-09,26.92,27.50,26.51,26.78,29389783
4-Dec-09,25.68,27.90,25.58,27.33,30044300
27-Nov-09,25.58,26.28,25.27,25.67,25611840
20-Nov-09,26.43,26.48,24.86,25.20,27054761
13-Nov-09,25.84,26.52,24.04,26.15,74208626
6-Nov-09,26.03,26.12,25.16,25.33,34932218
30-Oct-09,27.23,27.58,25.05,25.51,53057945
23-Oct-09,26.60,28.74,26.60,27.31,54072033
16-Oct-09,27.46,28.47,26.18,26.50,49439032
9-Oct-09,25.92,27.61,25.82,27.53,28987800
2-Oct-09,26.70,27.68,25.75,25.85,38431230
25-Sep-09,27.40,28.05,25.67,26.32,31122199
18-Sep-09,26.28,27.79,26.03,27.62,33161417
11-Sep-09,23.90,26.65,23.90,26.42,52544825
4-Sep-09,23.50,23.84,22.45,23.77,36614314
28-Aug-09,24.56,24.65,22.67,23.58,44095603
21-Aug-09,24.10,24.92,23.46,24.61,46909865
14-Aug-09,25.20,25.63,24.42,24.62,24872973
7-Aug-09,26.01,26.40,25.01,25.40,32527206
31-Jul-09,26.82,26.86,25.38,26.13,39147577
24-Jul-09,25.30,26.97,25.00,26.86,72032937
17-Jul-09,23.11,25.30,22.85,25.19,58098773
10-Jul-09,23.44,24.09,22.46,23.20,63697278
2-Jul-09,22.64,24.61,22.63,23.55,60427625
26-Jun-09,22.11,23.23,21.23,22.63,66815025
19-Jun-09,23.55,23.82,21.70,22.42,59901044
12-Jun-09,23.76,24.49,23.18,23.87,46963603
5-Jun-09,24.66,25.44,23.40,24.10,63540354
29-May-09,22.87,25.24,22.87,24.73,52812596
22-May-09,21.56,23.84,21.37,23.19,41743551
15-May-09,21.55,22.12,20.95,21.56,46690289
8-May-09,22.18,23.41,21.02,21.85,73060789
1-May-09,21.71,22.35,20.69,22.16,67153011
24-Apr-09,18.01,22.43,17.55,22.33,98223375
17-Apr-09,18.12,19.32,17.65,18.49,63058645
9-Apr-09,16.36,18.57,15.60,18.34,85116166
3-Apr-09,15.45,17.27,14.75,17.03,86761885
27-Mar-09,15.35,16.64,15.16,15.82,80362454
20-Mar-09,14.99,16.03,14.56,15.09,74854015
13-Mar-09,12.55,14.95,12.51,14.74,83328739
6-Mar-09,14.19,14.19,12.43,12.67,83209860
27-Feb-09,14.81,15.24,14.01,14.21,66570145
20-Feb-09,15.00,15.25,14.44,14.68,41021723
13-Feb-09,15.73,16.64,14.97,15.41,55132491
6-Feb-09,13.90,16.83,13.83,16.35,91469703
30-Jan-09,17.74,18.60,13.75,14.16,99221302
23-Jan-09,16.23,17.95,15.39,17.68,55393378
16-Jan-09,17.69,17.74,15.69,16.39,43980223
9-Jan-09,18.33,18.84,17.13,17.64,46257388
2-Jan-09,17.02,18.47,16.74,18.39,20331915
